possessor,possessed,gender,tier,is_dialogue,example
his,sister,male,pronoun,False,"[Illustration] Elizabeth passed the chief of the night in her sister’s room, and in the morning had the pleasure of being able to send a tolerable ans"
her,mother,female,pronoun,False,"In spite of this amendment, however, she requested to have a note sent to Longbourn, desiring her mother to visit Jane, and form her own judgment of h"
her,judgment,female,pronoun,False,"In spite of this amendment, however, she requested to have a note sent to Longbourn, desiring her mother to visit Jane, and form her own judgment of h"
her,situation,female,pronoun,False,"In spite of this amendment, however, she requested to have a note sent to Longbourn, desiring her mother to visit Jane, and form her own judgment of h"
her,girl,female,pronoun,False,"Mrs. Bennet, accompanied by her two youngest girls, reached Netherfield soon after the family breakfast."
her,illness,female,pronoun,False,"Had she found Jane in any apparent danger, Mrs. Bennet would have been very miserable; but being satisfied on seeing her that her illness was not alar"
her,restoration,female,pronoun,False,"Had she found Jane in any apparent danger, Mrs. Bennet would have been very miserable; but being satisfied on seeing her that her illness was not alar"
her,daughter,female,pronoun,False,"She would not listen, therefore, to her daughter’s proposal of being carried home; neither did the apothecary, who arrived about the same time, think "
daughter,proposal,female,role_noun,False,"She would not listen, therefore, to her daughter’s proposal of being carried home; neither did the apothecary, who arrived about the same time, think "
bingley,appearance,female,name,False,"After sitting a little while with Jane, on Miss Bingley’s appearance and invitation, the mother and three daughters all attended her into the breakfas"
her,answer,female,pronoun,False,"“Indeed I have, sir,” was her answer."
her,removal,female,pronoun,True,"My sister, I am sure, will not hear of her removal.”"
her,acknowledgment,female,pronoun,False,Mrs. Bennet was profuse in her acknowledgments.
her,mother,female,pronoun,False,"“Lizzy,” cried her mother, “remember where you are, and do not run on in the wild manner that you are suffered to do at home.”"
his,manner,male,pronoun,False,"“Yes, indeed,” cried Mrs. Bennet, offended by his manner of mentioning a country neighbourhood."
her,"triumph,--",female,pronoun,False,"Mrs. Bennet, who fancied she had gained a complete victory over him, continued her triumph,-- “I cannot see that London has any great advantage over t"
her,mother,female,pronoun,False,"“Indeed, mamma, you are mistaken,” said Elizabeth, blushing for her mother."
his,countenance,male,pronoun,False,Nothing but concern for Elizabeth could enable Bingley to keep his countenance.
his,sister,male,pronoun,False,"His sister was less delicate, and directed her eye towards Mr. Darcy with a very expressive smile."
her,eye,female,pronoun,False,"His sister was less delicate, and directed her eye towards Mr. Darcy with a very expressive smile."
her,mother,female,pronoun,False,"Elizabeth, for the sake of saying something that might turn her mother’s thoughts, now asked her if Charlotte Lucas had been at Longbourn since _her_ "
mother,thought,female,role_noun,False,"Elizabeth, for the sake of saying something that might turn her mother’s thoughts, now asked her if Charlotte Lucas had been at Longbourn since _her_ "
her,father,female,pronoun,True,"“Yes, she called yesterday with her father."
jane,beauty,female,name,True,"Lady Lucas herself has often said so, and envied me Jane’s beauty."
his,affection,male,pronoun,True,"“And so ended his affection,” said Elizabeth, impatiently."
her,mother,female,pronoun,False,Darcy only smiled; and the general pause which ensued made Elizabeth tremble lest her mother should be exposing herself again.
her,thank,female,pronoun,False,"She longed to speak, but could think of nothing to say; and after a short silence Mrs. Bennet began repeating her thanks to Mr. Bingley for his kindne"
his,kindness,male,pronoun,False,"She longed to speak, but could think of nothing to say; and after a short silence Mrs. Bennet began repeating her thanks to Mr. Bingley for his kindne"
his,answer,male,pronoun,False,"Mr. Bingley was unaffectedly civil in his answer, and forced his younger sister to be civil also, and say what the occasion required."
his,sister,male,pronoun,False,"Mr. Bingley was unaffectedly civil in his answer, and forced his younger sister to be civil also, and say what the occasion required."
her,part,female,pronoun,False,"She performed her part, indeed, without much graciousness, but Mrs. Bennet was satisfied, and soon afterwards ordered her carriage."
her,carriage,female,pronoun,False,"She performed her part, indeed, without much graciousness, but Mrs. Bennet was satisfied, and soon afterwards ordered her carriage."
her,daughter,female,pronoun,False,"Upon this signal, the youngest of her daughters put herself forward."
his,first,male,pronoun,False,"The two girls had been whispering to each other during the whole visit; and the result of it was, that the youngest should tax Mr. Bingley with having"
her,mother,female,pronoun,False,"Lydia was a stout, well-grown girl of fifteen, with a fine complexion and good-humoured countenance; a favourite with her mother, whose affection had "
her,uncle,female,pronoun,False,"She had high animal spirits, and a sort of natural self-consequence, which the attentions of the officers, to whom her uncle’s good dinners and her ow"
her,manner,female,pronoun,False,"She had high animal spirits, and a sort of natural self-consequence, which the attentions of the officers, to whom her uncle’s good dinners and her ow"
his,promise,male,pronoun,False,"She was very equal, therefore, to address Mr. Bingley on the subject of the ball, and abruptly reminded him of his promise; adding, that it would be t"
his,answer,male,pronoun,False,His answer to this sudden attack was delightful to her mother’s ear.
her,mother,female,pronoun,False,His answer to this sudden attack was delightful to her mother’s ear.
mother,ear,female,role_noun,False,His answer to this sudden attack was delightful to her mother’s ear.
her,daughter,female,pronoun,False,"Mrs. Bennet and her daughters then departed, and Elizabeth returned instantly to Jane, leaving her own and her relations’ behaviour to the remarks of "
her,own,female,pronoun,False,"Mrs. Bennet and her daughters then departed, and Elizabeth returned instantly to Jane, leaving her own and her relations’ behaviour to the remarks of "
her,relation,female,pronoun,False,"Mrs. Bennet and her daughters then departed, and Elizabeth returned instantly to Jane, leaving her own and her relations’ behaviour to the remarks of "
bingley,witticism,female,name,False,"Mrs. Bennet and her daughters then departed, and Elizabeth returned instantly to Jane, leaving her own and her relations’ behaviour to the remarks of "
his,letter,male,pronoun,False,"Mr. Darcy was writing, and Miss Bingley, seated near him, was watching the progress of his letter, and repeatedly calling off his attention by message"
